Anmeldedatum	JahrAkademisch	Art	Grad	Sprache	Titel	Abstract
19.10.18	2019	extern	Bachelor	DE	Konzeption und Entwicklung einer generischen Leerbehälterverwaltung für SAP-EWM-Systeme	In den meisten Softwareprojekten, die mit SAP-EWM realisiert werden, spielt der automatische Materialfluss (MFS) innerhalb eines Lagers eine zentrale Rolle. Ein Teilbereich des MFS behandelt die Verwaltung von leeren Transporteinheiten. Da leere Transporteinheiten über das Lager verteilt benötigt werden, ist Aufwand an Zeit und Ressourcen notwendig, um auftretende Bedarfe optimiert auszugleichen. Derzeit werden diese Anforderungen in projektspezifischen Lösungen umgesetzt. Das Ziel dieser Abschlussarbeit ist es, eine Leerbehälterverwaltung zu entwickeln, die generische Schnittstellen aufweist und sich so als eigenes SAP-Modul für verschiedene Lagerkonstellationen verwenden lässt. Über die implementierten Schnittstellen soll die Möglichkeit bestehen, benutzerdefinierte Algorithmen zur Laufzeit der Anwendung einzubinden. Die Ermittlung der Leerbehälter soll dabei auf Basis unterschiedlicher Auswahlstrategien erfolgen. Die Anforderungen an die zu entwickelnde Software ergaben sich durch Analyse eines Referenzsystems. Die einzelnen Komponenten der Leerbehälterverwaltung sind unabhängig voneinander einsetzbar. Konfigurationsmöglichkeiten sind an zentraler Stelle durch eigens dafür angelegte Datenbanktabellen gegeben. Die derzeitige Ausführung der Software bietet bereits Algorithmen zur Bedarfsermittlung, Depotauswahl, Leerbehälter-Ermittlung und für den Transport der Behälter. Die entwickelte Software wurde im Rahmen eines Kundenprojektes getestet und die Ergebnisse evaluiert.
23.10.18	2019	intern	Bachelor	DE	Evaluation von GraphQL als Alternative zum RESTful-API-Design	Das Ziel dieser Bachelorarbeit ist die Evaluation von GraphQL als Alternative zum RESTful-API-Design. GraphQL ist eine 2012 von Facebook entwickelte Abfragesprache, Spezifikation und Sammlung von Werkzeugen, welche den Betrieb eines einzelnen HTTP-Endpunkts ermöglicht, um Leistung und Flexibilität von Client-Server-Anwendungen zu optimieren. Zuerst soll ein Überblick über GraphQL-Werkzeuge und das Umfeld geboten werden. Wichtige Aspekte für Entwicklung von Web-APIs wie Dokumentation, Sicherheit und Caching sollen für GraphQL betrachtet, mit bestehenden Lösungen im RESTful-API-Design verglichen und bewertet werden. Anschließend soll an einer beispielhaften RESTful-API-Implementierung aufgezeigt werden, wie die Stärken von GraphQL genutzt werden können. Dabei kommt zum einen die Durchführung einer Migration in Betracht, zum anderen, wie man eine hybride Lösung finden kann, bei der REST und GraphQL nebeneinander verwendet werden können.
24.10.18	2019	extern	Bachelor	DE	Analyse, Konzeption und Realisierung einer unternehmensweiten Application-Performance-Monitoring-Lösung am Beispiel des Produkts Ratenkauf der TeamBank AG	Die zunehmende Digitalisierung unserer Zeit spiegelt sich in Unternehmen wie der TeamBank AG vor allem im organischen Wachstum heterogener IT-Landschaften wider. Abhängig ihrer Kritikalität für eine Organisation, müssen die Systeme der IT-Landschaften höchste Sicherheits-, Stabilitäts- und Verfügbarkeitsanforderungen erfüllen. Um diesen Anforderungen gerecht zu werden, ist das traditionelle Monitoring als Vorkehrungsmaßnahme um ein Werkzeug zur Einbeziehung des Nutzererlebnisses für Endanwender zu ergänzen. Kernaufgabe dieser Bachelorarbeit ist demnach die Analyse und Konzeption einer unternehmensweiten Application-Performance-Monitoring-Lösung, die am Beispiel der Anwendung für das Produkt Ratenkauf der TeamBank realisiert werden soll. Der Fokus soll dabei primär auf der Überwachung von Performance auf Basis der Entwicklung von technischen und fachlichen Metriken im Zeitverlauf liegen. Im Rahmen dieser Arbeit wird aufgezeigt, welche Infrastrukturkomponenten für das Application-Performance-Monitoring (APM) benötigt werden und wie die Architektur für den Betrieb der APM-Lösung aussieht. Außerdem erfolgt ein Vergleich und die anschließende Auswahl der für das APM einzusetzenden Technologien. Im Kontext des Produkts Ratenkauf werden zudem die technischen und fachlichen Metriken herausgestellt und deren Visualisierung in Dashboards dargestellt.
29.10.18	2019	intern	Bachelor	DE	Anwendung einer Gamification-Mustersprache auf gamifizierte mobile Foodtracking-Applikationen zur Verbesserung der motivationalen Wirkung	Das Ziel der Bachelorarbeit ist es, motivationale Probleme, welche bei bereits gamifizierten Anwendungen bestehen, zu identifizieren und die Anwendbarkeit der Gamification-Mustersprache aus dem Forschungsprojekt "Empirische Analyse motivierender Spielelemente zur Entwicklung einer Gamification-Mustersprache" auf die Analyse und Lösung von konkreten Problemstellungen in der Praxis zu überprüfen. Hierzu sollen gamifizierte Foodtracking-Applikationen hinsichtlich ihrer motivationaler Probleme analysiert werden, indem der bisherige motivationale Erfolg anhand Sekundärquellen und nach Kriterien zur Einschätzung der motivationalen Wirkung von Anwendungen aus der Fachliteratur bewertet wird. Im Anschluss sollen spezifische Spiel-Design-Elemente basierend auf der Mustersprache des EMPAMOS-Projekts zu Lösung der Probleme ausgewählt und die Eignung des aktuellen Entwicklungsstands der Mustersprache für diese Art von Aufgaben bewertet werden.
31.10.18	2019	extern	Bachelor	DE	Konzeption und Implementierung eines Ranking-Algorithmus für die Suche mit einem Case-Based-Reasoning-Ansatz und Kreuzvalidierung unterschiedlicher Ergebnismengen 	Ziel der Arbeit ist die Konzeption und Implementierung eines Ranking-Algorithmus für die Suche mit einem Case-Based-Reasoning-Ansatz sowie die Konzeption und Implementierung einer geeigneten Teststrecke. Die Ergebnisse eines Testlaufs ermöglichen Aussagen über die Qualität der Case-Based-Reasoning-Suche und den Erfolg der Migration auf eine neue Suchmaschinentechnologie. In der Ist-Analyse wird sowohl der technologische Aufbau der Suchmaschine, als auch die einzelnen Verarbeitungsschritte einer Suchanfrage näher untersucht. Bei der Konzeption des Ranking-Algorithmus ist der Aufbau der zweiten Suchanfrage und die Berechnung des Relevanzwertes eines Dokuments hervorzuheben. Für die Verwendung der Teststrecke hat sich die Leave-One-Out-Kreuzvalidierung als bestes Verfahren herausge-stellt. Als Kennzahl zur Bewertung werden der Mean-Average-Precision und der Normalized-Discounted-Cumulative-Gain verwendet. Die Implementierung orientiert sich ebenfalls an der Zweiteilung zwischen Ranking-Algorithmus und Umsetzung der Teststrecke. Dabei wird auf gängige Design-Patterns in der objektorientierten Softwareentwicklung eingegangen und die Besonderheiten des Systems beschrieben. Zentrale Erkenntnisse aus der Analyse sind die Notwendigkeit eines zweistufigen Suchprozes-ses aufgrund der Beschaffenheit der Fallbasis. Auch die Wichtigkeit eines möglichst präzisen Relevanzwertes bei der Ermittlung ähnlicher Problembeschreibungen, hat sich als kritischer Faktor herausgestellt.
01.11.18	2019	extern	Bachelor	DE	Konzeption, Entwicklung und Integration eines Animations-Tools für die grafische Annotation von Videos in einem Grafikzeichenprogramm	Diese Arbeit zielt darauf ab, ein Animations-Tool in das bestehende Grafikzeichenprogramm der SCHEMA Gruppe zu integrieren. Dieses Tool soll Technischen Redakteuren bei der Erstellung von Videos mit grafischen Annotationen unterstützen. Im Laufe der Arbeit werden zunächst die Potentiale von Videos in der Technischen Dokumentation erläutert. So sind vor allem Videos ohne Tonspur eine geeignete Erweiterung zur klassischen textuellen Dokumentation. Eine Analyse von verschiedenen Video- und Animations-Tools dient einer ersten Übersicht, welchen Anforderungen das Animations-Tool gerecht werden muss. Für die Integration wird weiter das Grafikzeichenprogramm hinsichtlich seiner Technologie untersucht. Neben zusätzlich definierten Benutzeranforderungen bilden diese Ergebnisse die Kriterien für die anschließende Konzeptentwicklung. Ferner werden zwei Integrationskonzepte ausgearbeitet und durch eine prototypische Umsetzung vorgestellt. Auch ein möglicher Export des Videos mit den animierten Annotationen wird untersucht. Den Ergebnissen zufolge lässt sich die Integration eines Animations-Tools in das bestehende Grafikzeichenprogramm durchführen. Die Einbettung eines Chromium-Webbrowsers ist hierfür ein vielversprechendes Konzept. Die Ausgabestrecke erfolgt mittels SVG und CSS-Animationen innerhalb einer HTML-Datei. Mit Hilfe der Ergebnisse dieser Arbeit kann eine Weiterentwicklung des Animations-Tools im Grafikzeichenprogramm für ein zukünftiges Produkt Release erfolgen.
01.11.18	2019	extern	Bachelor	DE	Erarbeitung und Bewertung von Vorgehensweisen zur Integration der vollständigen Jobrolle Test Engineer in ein agiles Team	Zur Steigerung der Qualität von Softwareprodukten, wurde in der DATEV eG die neue Jobrolle Test Engineer definiert. Ziel dieser Arbeit ist es für die DATEV eG eine Empfehlung zu erarbeiten, die aussagt, welche Vorgehensweise zur Integration der vollständigen Jobrolle Test Engineer in ein agiles Team verwendet werden sollte. Integration ist dabei mit dem Erwerb und Ausbau von Skills, die ein Mitarbeiter benötigt, um die Jobrolle Test Engineer in seinem Team übernehmen zu können, gleichzusetzen. Denn damit diese vollständig in ein Team integriert werden kann, muss sich mindestens ein Mitarbeiter dieses Teams, die dazu notwendigen Skills aneignen bzw. seine vorhandenen Skills ausbauen. Die vorliegende Bachelorarbeit betrachtet die folgenden vier Vorgehensweisen zum Erwerb und Ausbau von Skills: Gamification, Schulung, Pairing und Rapid Skill Acquisition. Die Empfehlung sollte unter Beachtung der Rahmenbedingungen und des Arbeitsumfeldes erfolgen. Hierzu wurden die vier Vorgehensweisen analysiert und das Meinungsbild bezüglich dieser von den Mitarbeitern ermittelt. Als Basis für die Evaluation wurde jeweils eine sechsstufige Likert-Skala gewählt, um die persönliche Meinung der Mitarbeiter gegenüber den Untersuchungsobjekten einordnen zu können. Zusätzlich wird die Pilotierung einer Vorgehensweise durchgeführt.
01.11.18	2019	intern	Master	DE	Die Umsetzung und Evaluierung einer kollaborativen VR-Anwendung für blinde Menschen	Blinde Menschen sind im Alltag mit vielen Hürden konfrontiert, die für sehende Menschen nicht relevant sind. Neue Wege zur Arbeit oder tägliche Besorgungen können zu unüberwindbaren Aufgaben werden. Deshalb werden diese Wege und der Umgang mit Hilfsmittel für die Orientierung mit sogenannten Rehabilitationstrainern trainiert, deren Verfügbarkeit leider sehr gering ist. Aufgrund von neuen technologischen Möglichkeiten, soll in dieser Masterarbeit ein kollaboratives, virtuelles Training für blinde Menschen entwickelt und evaluiert werden. Ein Hauptaugenmerk liegt dabei auf dem kollaborativen Anteil, der durch die Hilfestellung zwischen Trainer und Lernenden repräsentiert wird. Daraufhin ist eine Unity-Anwendung entstanden, in der das Begehen einer virtuellen Welt mit bidirektionaler Kommunikation nach außen möglich ist. Somit kann sich der Trainer über seinen PC oder mobil über das Smartphone einwählen und kollaborative Hilfestellung leisten. Diese Anwendung ist anschließend im Rahmen einer Vorstudie mit sehenden Menschen, unter dem Gesichtspunkt des positiven Effektes von Kollaboration, evaluiert worden. Für eine Kohärenz zu blinden Menschen wird den sehenden Probanden, virtuell die Augen verbunden. Anhand von Kriterien zu Zeit, Wegstrecke, mentale Belastung und Usability ist die Anwendung mit zehn Probanden untersucht worden. Die erhaltenen Testergebnisse zeigten einen signifikanten Unterschied für die Bedingung mit kollaborativer Hilfestellung zur Bedingung ohne Hilfe.
05.11.18	2019	intern	Bachelor	DE	DNA als Speichermedium für textuelle Informationen Codierungsmethoden und experimentelle Ansätze 	Aufgrund des exponentiellen Wachstums aller weltweit erzeugten Daten, steigt der Bedarf an einem Speichermedium mit hoher Speicherkapazität, hoher Speicherdichte und langer Lebensdauer. Die DNA erweist sich als ein potenzielles Medium zur Datenspeicherung. Das Ziel dieser Bachelorarbeit ist, die bereits angewandten Codierungsmethoden für textuelle Informationen auf DNA (Desoxyribonucleinsäure) genauer darzustellen und zu analysieren, ob die DNA als Medium zur Datenspeicherung geeignet ist. Außerdem soll ein Überblick über die experimentellen Ansätze gegeben werden. Bevor die Codierungsmethoden erläutert werden, werden die theoretischen Grundlagen aufgeführt, um eine angemessene Einführung in das Thema zu erhalten
09.11.18	2019	intern	Bachelor	DE	Inhaltsanalyse von sozialen Beratungsforen mit maschinellen Lernverfahren	Durch soziale Beratungsangebote werden jährlich Tausenden von Menschen bei der Bewältigung persönlicher oder familiärer Probleme geholfen. Neben der traditionellen Beratung stellt hierbei die Online-Beratung eine gute Alternative dar. Diese Arbeit befasst sich mit der Auswertung von Beratungsgesprächen des Online-Beratungsforums der Bundeskonferenz für Erziehungsberatung. Hierbei galt es Methodiken zur Auswertung der unstrukturierten Beratungstexte zu erforschen mit dem Ziel, Ansatzpunkte für Verbesserungen der Beratungsqualität zu ermitteln. Um dies zu erreichen wurden Verfahren aus dem Bereich der maschinellen Textanalyse eingesetzt. Diese Verfahren werden, neben inhaltsanalytischen Grundlagen, zunächst erläutert und anschließend anhand exemplarischer Fragestellungen durchgeführt und ausgewertet. Die Fragestellungen wurden hierbei auf Basis des Beratungsforums der BKE-Elternberatung sowie bestehender Forschungsarbeiten abgeleitet. Die Mehrheit der untersuchten Fragestellungen konnten, unter Einsatz von computergestützten Wörterbuchsuchen, Lesbarkeitsformeln und Vektorraummodellen, erfolgreich beantwortet und die eingesetzten Methodiken evaluiert werden. Ein besonderes Augenmerk lag bei dieser Arbeit auf der Feststellung von Konversationsphasen in den Forenbeiträgen. Hierbei wurde ein Konversationsphasenmodell anhand des Forums abgeleitet und der Versuch unternommen dieses in den, durch ein unüberwachtes Lernverfahren, bestimmten Konversationsphasen festzustellen.
13.11.18	2019	intern	Bachelor	DE	Prototypische Entwicklung eines Logistik-Sprachassistenten für ein Luftfahrtunternehmen	This bachelor thesis describes the design and a prototypical implementation of a speech assistant for Lufthansa Technik. The implementation of the interface between in-house logistics and the company's cross-company customers is examined using a system for processing natural language called Dialogflow as an example. After considering the basics of "Natural Language Processing?, a general introduction to speech dialogue systems as well as the design of language assistants, I discuss the requirements of the considered assistant in detail. The scenarios relevant to Lufthansa Technik are analyzed in detail both functionally and non-functionally. The implemented prototype of the speech assistant was created using Dialogflow, a Google deep learning platform for conversational communication and Natural Language Processing. In addition to describing the design and implementation of the assistant, I also explain key features of the software architecture of Dialogflow and the related frameworks Firebase and Node.js. An evaluation was undertaken at Lufthansa Technik to show the strengths and weaknesses of the realization. I finish my thesis with some considerations about possible technical alternatives according to the present realization.
14.11.18	2019	intern	Master	DE	Drohnenbasierter Stereo-SLAM	Visual Simultaneous Localization and Mapping (VSLAM) behandelt das Problem, eine räumliche Karte einer unbekannten Umgebung aus Kameraaufnahmen zu erstellen und gleichzeitig die Position der Kamera in dieser Karte zu bestimmen. Ziel der Masterthesis ist es, bestmögliche Gebäuderekonstruktionen mit Hilfe von VSLAM zu generieren, um Wärmeaustritte an Gebäuden lokalisieren und visualisieren zu können. Hierfür wird eine mit einer Stereokamera ausgestattete Drohne verwendet. Neben einer Analyse zum aktuellen Stand der Technik des VSLAM-Problems in Verbindung mit Drohnen, Stereokameras und merkmalsarmen Umgebungen werden ausgewählte VSLAM-Verfahren getestet und evaluiert. Dies geschieht anhand der durch die Stereokamera erzeugten Gebäudeaufnahmen und der resultierenden dreidimensionalen Rekonstruktionen der VSLAM-Methoden mittels Punktwolken. Es erfolgt eine Gegenüberstellung der Ergebnisse dieser VSLAM-Algorithmen. Hierzu werden die Aufnahmen der Stereokamera, die als Eingabe für die VSLAM-Algorithmen dienen, mittels der von der Drohne bereitgestellten Schnittstelle abgegriffen. Die Evaluation der VSLAM-Verfahren hat gezeigt, dass keine brauchbaren Gebäuderekonstruktionen mit den verwendeten Bilddaten generiert werden können. Die Rotationen in den unstabilisierten Aufnahmen der Stereokamera führen zu Problemen bei der Rekonstruktion.
15.11.18	2019	extern	Master	DE	Konzeption und prototypische Implementierung einer Testkette für automatische Abnahmetests innerhalb einer verteilten Anwendungsumgebung	Das Ziel der vorliegenden Masterarbeit war die Erörterung der Frage, wie Abnahmetests eines komplexen verteilten Systems beschaffen sein müssen, um maximale Ausfallsicherheit und Fehlerfreiheit zu gewährleisten. Ein wesentlicher Fokus lag insbesondere auf der Automatisierung von Testvorgängen bzw. auf der bestmöglichen Einbindung manueller Teilprozesse in automatisierte toolgestützte Workflows. Am Ende der Arbeit ist eine Testkette entstanden, die alle typischen und relevanten Testarten abdeckt und passende Auswertungen für die unterschiedlichen Rollen innerhalb der Projektteams bereithält. Für die Klärung, aus welchen konkreten einzelnen Testschritten die final festzulegende Testkette zusammengesetzt sein musste, wurde zuallererst der Begriff des Softwaretests näher beleuchtet und eine geeignete Klassifikation für diesen Terminus vorgestellt. Dabei wurden neben der allgemeinen Klassifikation der Testarten insbesondere auch manuelle und automatisierbare Testarten voneinander abgegrenzt. Da der Testprozess von außen betrachtet jedoch kein losgelöstes, singuläres Ereignis darstellt, sondern Glied einer Softwareproduktionskette ist, war es unabdingbar, auch die vor- und nachgelagerten Prozesse der verschiedenen Testarten zu betrachten. Dabei hat sich das Prinzip des "DevOps" als besonders relevant herausgestellt und wurde mit Bezug auf das Thema "Testen" im Detail untersucht. [...]
19.11.18	2019	extern	Master	DE	Konzeption und Entwicklung einer automatisierten Lagerreorganisation im SAP EWM	Die vorliegende Arbeit beschäftigt sich mit der Konzeption und Entwicklung einer automatisierten Lagerreorganisation in SAP EWM. Hierzu wird vorab das Problem der Lagerplatzzuordnung erläutert, um ein einheitliches Verständnis für die anschließende kritische Ist-Analyse zu schaffen. Angesichts der vorhandenen Datenmengen und Datenvielfalt ist die standardmäßige Lagerreorganisation des SAP EWM zu statisch ausgerichtet, um die steigenden Kundenanforderungen an ein Lagerverwaltungssystem zu erfüllen. Es folgt ein Einblick zum aktuellen Stand der Forschung über das Thema Lagerreorganisation und darauf aufbauend eine Konzeption für einen neuen Ansatz im SAP EWM. Dieser beruht auf einer regelmäßigen Produktklassifizierung, womit die Umlagerungsmaßnahmen auf Basis der aktuellen Nachfragehäufigkeit stattfinden. Für die Identifikation der umzulagernden Handling-Units kommt eine mehrdimensionale Bewertungsgrundlage zum Einsatz, die statische und dynamische Parameter, sowie die Profitabilität einer Umlagerung berücksichtigt. Dadurch können eindeutige Empfehlungen zur Umlagerung ausgesprochen werden. Mithilfe eines zweistufigen Optimierungsverfahrens erfolgt die Berechnung der optimalen Umlagerungsroute für die entsprechenden Handling-Units. Zum Abschluss wird die neue Lösung innerhalb einer Simulationsumgebung validiert. Die Ergebnisse zeigen, dass die Lagerreorganisation im Vergleich gegenüber eines normalen Lagerbetriebs eine Reduzierung der Pick-Distanz von bis zu 16% erzielen kann.
23.11.18	2019	intern	Bachelor	DE	Einsatz von Empamos-Spiel-Design-Entwurfsmustern zur Motivationssteigerung im Kontext des agilen Projektmanagements	Abstract Motivation ist ein wichtiger Antrieb für Handlungen. Gamification versucht Motivation gezielt zu erzeugen und zu steuern, um somit Personen gezielt zu Handlungen zu bewegen. In dem Empamos-Projekt der TH Nürnberg wird eine Pattern-Language entwickelt, welche eine Hilfestellung geben möchte, um ein Gamification Konzept zu erstellen. Das Ziel dieser Arbeit ist es, den Arbeitsstand der Pattern-Language im Kontext zu den agilen Projektmanagementmethoden Kanban und Scrum anzuwenden. Die beiden agilen Projektmanagementmethoden besitzen bereits Gamification- Elemente sowie motivationale Defizite. Ich habe Die Pattern durch eine Analyse erarbeitet. Eine Auswahl an Defiziten habe ich mittels Interviews identifiziert. Anhand der Patterns wurden Ansätze erarbeitet, um die Defizite durch geeignete Erweiterung mit neuen Pattern abzubauen. Ich habe in Kanban 27 und in Scrum 31 Pattern identifiziert. Aus den Interviews habe ich neun Defizite extrahiert. Zu sieben dieser neun Defizite kann der Arbeitsstand der Pattern-Language Ansätze geben, um sie abzubauen.
27.11.18	2019	intern	Bachelor	DE	Analyse von Stellenanzeigen für Informatik-Absolventen mit Machine Learning	Die Stellenanzeigensuche in Onlinejobbörsen ist oftmals sehr zeitintensiv. Einen Filter für Absolventen gibt es nur bei einigen wenigen Jobbörsen und diese sind unzureichend umgesetzt. Die Schwierigkeiten bei der Stellenanzeigentextanalyse und -verarbeitung sind beispielsweise Mehrdeutigkeit, unterschiedliche Formatierung und Strukturierung. In dieser Arbeit werden die Klassifikation und die Cluster-Analyse aus Machine Learning auf die Stellenanzeigentexte angewendet. Der Klassifikator soll anhand der Stellenanzeigentexte eines typischen Jobs für Informatiker die Stellenanzeigen für Einsteiger und für Berufserfahrene klassifizieren. Aus drei Klassifikatoren hat der beste Klassifikator eine Korrektklassifizierungsrate von 91%. Zusätzlich werden eine Reihe von Datenanalysen durchgeführt und die Ergebnisse visualisiert dargestellt.
27.11.18	2019	extern	Bachelor	DE	Entwicklung eines Textanalysealgorithmus zur systematischen Sammlung von Bedrohungsmeldungen über Third-Party-Software im Internet	Im Bereich der Softwareentwicklung stellen Sicherheitslücken ein großes Risiko dar. Um dieses Risiko zu minimieren werden in sogenannten Software-Schwachstellen-Datenbanken offiziell anerkannte Sicherheitslücken gespeichert. Oft kursieren allerdings im Vorfeld schon Meldungen von Schwachstellen im Internet. So werden auch Personen auf diese aufmerksam, welche durch Ausnutzung der Sicherheitslücke nicht autorisierten Zugriff auf Daten erhalten können. Mit dem Problem der frühzeitigen Veröffentlichung von Software-Sicherheitslücken, beschäftigt sich die vorliegende Arbeit. Es wurde ein Textanalysealgorithmus entwickelt, welcher die wesentlichen Informationen aus offiziellen und inoffiziellen Software-Schwachstellen-Quellen kombiniert. Dabei wurden zunächst unterschiedliche Software-Sicherheitslücken-Quellen analysiert. Als repräsentativste Datenquellen haben sich dabei die NVD von NIST, das Online-Magazine heise und der Software Hersteller Microsoft herausgestellt. Darüber hinaus wurde ermittelt, welche Metadaten für die Erfassung von Sicherheitslücken relevant sind. Für die Unterscheidung zwischen Software-Schwachstellen-Meldungen und sonstigen Bekanntmachungen wurde der Textanalyseanalysealgorithmus um einen Klassifikator erweitert. Neben dem Naive Bayes Klassifikator wurde auch der Support Vector Machine Klassifikator umgesetzt. Für die Trennung der Meldungen erwieß sich der SVM als effektiver.
27.11.18	2019	extern	Bachelor	DE	Identifizierung und Analyse von verwendeter Third-Party-Software eines Unternehmens und Entwicklung eines Tools zur automatisierten Benachrichtigung beim Bekanntwerden von Sicherheitslücken	Software besteht zu einem großen Teil aus Komponenten, die von Drittanbietern stammen. Dies führt zwar zu einer Kosten- und Zeitersparnis, birgt aber auch viele Risiken. So ist durch eine Sicherheitslücke in einer Komponente die komplette Software gefährdet. Um dieses Risiko zu mindern, wird für ein IT-Unternehmen ein Tool entwickelt, welches im Internet nach Sicherheitslücken von Softwarekomponenten sucht und Mitarbeiter benachrichtigen kann. Dabei soll gezielt nur externe Software untersucht werden. Dazu wird die folgende Forschungsfrage gestellt: Wie kann man Third-Party-Software in Projekten identifizieren? Um diese Forschungsfrage zu beantworten, ist eine Befragung durchgeführt worden, die sich an die Projektleiter von Kundenprojekten richtete. Die Antworten sollten Aufschluss darüber geben, welche Vorgehensweise sich am besten für die Identifizierung von Fremdsoftware eignet. Die Ergebnisse zeigten, dass in jedem Projekt die Dokumentation und Speicherung von Fremdsoftware unterschiedlich erfolgt. So mussten verschiedene Wege erarbeitet werden, wie Fremdsoftware aus Repositories herausgelesen werden kann. Anschließend konnte ein Algorithmus entwickelt werden, welcher für jede Fremdsoftware im Internet nach Sicherheitslücken sucht. Ist eine Sicherheitslücke vorhanden, wird der Projektleiter des betroffenen Projekts per E-Mail benachrichtigt. Dazu wurden weitere Algorithmen entwickelt, die sich mit der Beschaffung von Mitarbeiter- und Projektinformationen beschäftigen.
28.11.18	2019	intern	Bachelor	DE	Konzeption und prototypische Implementierung eines OpenID Connect Identity Provider unter Verwendung der W3C WebAuthn API zur passwortlosen Authentifizierung	Das Ziel der vorliegenden Arbeit war der Entwurf eines OpenID Connect Identity Providers mit einer passwortlosen Authentifizierung auf Basis der W3C WebAuthn API und dessen anschließende Validierung durch eine prototypische Implementierung. Hierfür wurde zunächst die Entwicklung eines Konzepts zur Komposition der Technologien, dem OAuth 2.0 Protokoll mit der Authentifizierungsschicht OpenID Connect und der W3C WebAuthn API, benötigt. Des Weiteren mussten Konzepte für die Realisierung der funktionalen Bestandteile des Identity Providers entwickelt werden. Hierzu wurden nach Vorüberlegungen und der Beschreibung von Anwendungsszenarien die Definition der funktionalen und nicht-funktionalen Anforderungen an den zu konzeptionierenden Identity Provider durchgeführt. Im Anschluss wurde die Konzeption der Komposition der Technologien sowie der weiteren funktionalen Bestandteile des Identity Providers durchgeführt und somit deren theoretische Realisierbarkeit gezeigt. Im Rahmen der folgenden prototypischen Implementierung wurde nach der Evaluation von bestehenden PHP-Bibliotheken der Entwurf des Identity Providers durchgeführt und durch die anschließende Implementierung die praktische Realisierbarkeit des konzeptionierten Identity Providers belegt. Durch die abschließende Evaluation des Prototyps wurde die vollständige Erfüllung der initial definierten Anforderungen und im Rahmen der Validierung die Erfüllung der Erwartungen an die Sicherheit und Effizienz festgestellt.
28.11.18	2019	intern	Bachelor	DE	Der Chatbot als Assistent für den Konsumenten im stationären Einzelhandel: Konzeption und prototypische Implementierung 	Viele Kunden nutzen während des Einkaufs in einem Laden ihr Smartphone, um sich über die dort angebotenen Produkte zu informieren und bessere Kaufentscheidungen treffen zu können. Im Hinblick darauf ist das Ziel dieser Arbeit, einen prototypischen Einkaufsassistent-Chatbot zu entwickeln, der die selbstständige Informationsbeschaffung der Kunden erleichtern und sie beim Einkauf unterstützen kann. Hierfür wird zunächst ein Konzept des Chatbots erstellt und anhand dessen ein Prototyp implementiert. Mithilfe eines Nutzertests und einer Umfrage wird schließlich die Nutzerfreundlichkeit und das Interesse an dieser Technologie ermittelt. Die Evaluation der Ergebnisse zeigt, dass ein Großteil der Probanden diesen Chatbot zur Hilfe beim Einkauf nutzen würde. Weiterhin konnten Verbesserungspotenziale identifiziert werden, die bei einer Weiterentwicklung des Chatbots zu berücksichtigen sind.
29.11.18	2019	extern	Bachelor	DE	Design und Implementierung eines Continuous Integration Prozesses für die Business-Intelligence-Software "QlikView"	In modernen Unternehmen zählen Kennzahlen als wichtiges Steuerungsinstrument. Bei DATEV kommt hier unter anderem die Software QlikView zum Einsatz. In verschiedenen Abteilungen entstehen Statistiken über CPU-Verbräuche, Auslastungen und weitere wichtige Zahlen. Dabei läuft das Testen, Sichern alter Softwarestände der QlikView-Applikationen und das Bereitstellen auf der zentralen Serverplattform noch weitgehend von Hand. Mit Hilfe eines Continuous Integration Prozesses soll die Arbeit der QlikView-Entwickler zukünftig gestützt werden. Durch die Verwaltung der Sourcen in einer zentralen Verwaltung, sowie nachgelagerten, automatisierten Build-Abläufen werden die verschiedensten Auswertungen in einem zu definierenden CI-Prozess erzeugt und auf die entsprechenden Server geschoben. Die für den vollständigen Ablauf erforderlichen Skripte werden erstellt, getestet und auf ein geeignetes System übertragen. Mit diesem Konzept wird die Grundlage für einen automatisierten und erweiterbaren Prozess geschaffen, die die Zeit bis zur Veröffentlichung einer neuen Version verkürzt und dynamische Anpassungen auf Basis des Source Code ermöglicht.
29.11.18	2019	extern	Master	DE	Modellierung und Implementierung eines Event-Mechanismus in einem verteilten Software-Framework zur Testautomatisierung	Ziel dieser Arbeit war es, einen Event-Mechanismus zu entwerfen und prototypisch zu implementieren, der die Verarbeitung von Ereignissen durchgehend in allen Teilen der vorhandenen Testautomatisierungsoftware eines PROFINET-Stacks ermöglicht. Diese Software wird verwendet, um einen PROFINET-Stack auf einer verteilten Testanlage, bestehend aus mehreren Test-PCs und PROFINET Hardware, zu verifizieren. Die Testautomatisierung besteht aus mehreren Servern und einem Client, welcher sich auf die Test-PCs der Testanlage verbindet. Aktuell initiiert immer der Client die Kommunikation mit den Servern, was dazu führt, dass die Informationen, welche der Client hält, nicht immer die aktuellen Ereignisse auf den Servern widerspiegeln, weswegen die Eventverabeitung implementiert werden soll. Diese Arbeit entwickelt ein Konzept zur Verarbeitung von Ereignissen in einem verteilten System und setzt diese anschließend prototypisch um. Dieser Prototyp bildet die Grundlage für weitere Entwicklungen. Durch Einführung dieses Event-Mechanismus können nun relevante Informationen an interessierte Teilnehmer verteilt werden, ohne diese Information abfragen zu müssen. Da sich die Anforderungen an Tests des PROFINET-Stacks kontinuierlich ändern, wurde darauf geachtet, dass es einfach ist, auch neue unbekannte Eigenschaften zu überwachen.
